instance,algorithm,run,base_seed,derived_seed,seed_scheme
kroA100.tsp,ACS,8,20251110,20362118,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,ACS,9,20251110,20362119,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,ACS,10,20251110,20362120,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,1,20251110,20363111,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,2,20251110,20363112,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,3,20251110,20363113,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,4,20251110,20363114,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,5,20251110,20363115,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,6,20251110,20363116,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,7,20251110,20363117,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,8,20251110,20363118,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,9,20251110,20363119,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MMAS,10,20251110,20363120,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,MSA-ACO,1,20251110,20262110,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,2,20251110,20262111,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,3,20251110,20262112,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,4,20251110,20262113,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,5,20251110,20262114,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,6,20251110,20262115,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,7,20251110,20262116,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,8,20251110,20262117,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,9,20251110,20262118,base+instance_index*1000+run_index-1
kroA100.tsp,MSA-ACO,10,20251110,20262119,base+instance_index*1000+run_index-1
kroB100.tsp,ACS,1,20251110,20372111,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,2,20251110,20372112,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,3,20251110,20372113,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,4,20251110,20372114,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,5,20251110,20372115,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,6,20251110,20372116,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,7,20251110,20372117,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,8,20251110,20372118,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,9,20251110,20372119,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,ACS,10,20251110,20372120,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,1,20251110,20373111,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,2,20251110,20373112,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,3,20251110,20373113,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,4,20251110,20373114,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,5,20251110,20373115,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,6,20251110,20373116,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,7,20251110,20373117,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,8,20251110,20373118,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,9,20251110,20373119,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MMAS,10,20251110,20373120,base+instance_index*10000+algorithm_index*1000+run_index
kroB100.tsp,MSA-ACO,1,20251110,20263110,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,2,20251110,20263111,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,3,20251110,20263112,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,4,20251110,20263113,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,5,20251110,20263114,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,6,20251110,20263115,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,7,20251110,20263116,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,8,20251110,20263117,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,9,20251110,20263118,base+instance_index*1000+run_index-1
kroB100.tsp,MSA-ACO,10,20251110,20263119,base+instance_index*1000+run_index-1
kroC100.tsp,ACS,1,20251110,20382111,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,2,20251110,20382112,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,3,20251110,20382113,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,4,20251110,20382114,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,5,20251110,20382115,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,6,20251110,20382116,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,7,20251110,20382117,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,8,20251110,20382118,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,9,20251110,20382119,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,ACS,10,20251110,20382120,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,1,20251110,20383111,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,2,20251110,20383112,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,3,20251110,20383113,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,4,20251110,20383114,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,5,20251110,20383115,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,6,20251110,20383116,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,7,20251110,20383117,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,8,20251110,20383118,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,9,20251110,20383119,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MMAS,10,20251110,20383120,base+instance_index*10000+algorithm_index*1000+run_index
kroC100.tsp,MSA-ACO,1,20251110,20264110,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,2,20251110,20264111,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,3,20251110,20264112,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,4,20251110,20264113,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,5,20251110,20264114,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,6,20251110,20264115,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,7,20251110,20264116,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,8,20251110,20264117,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,9,20251110,20264118,base+instance_index*1000+run_index-1
kroC100.tsp,MSA-ACO,10,20251110,20264119,base+instance_index*1000+run_index-1
kroD100.tsp,ACS,1,20251110,20392111,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,2,20251110,20392112,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,3,20251110,20392113,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,4,20251110,20392114,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,5,20251110,20392115,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,6,20251110,20392116,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,7,20251110,20392117,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,8,20251110,20392118,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,9,20251110,20392119,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,ACS,10,20251110,20392120,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,1,20251110,20393111,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,2,20251110,20393112,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,3,20251110,20393113,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,4,20251110,20393114,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,5,20251110,20393115,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,6,20251110,20393116,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,7,20251110,20393117,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,8,20251110,20393118,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,9,20251110,20393119,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MMAS,10,20251110,20393120,base+instance_index*10000+algorithm_index*1000+run_index
kroD100.tsp,MSA-ACO,1,20251110,20265110,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,2,20251110,20265111,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,3,20251110,20265112,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,4,20251110,20265113,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,5,20251110,20265114,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,6,20251110,20265115,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,7,20251110,20265116,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,8,20251110,20265117,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,9,20251110,20265118,base+instance_index*1000+run_index-1
kroD100.tsp,MSA-ACO,10,20251110,20265119,base+instance_index*1000+run_index-1
kroE100.tsp,ACS,1,20251110,20402111,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,2,20251110,20402112,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,3,20251110,20402113,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,4,20251110,20402114,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,5,20251110,20402115,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,6,20251110,20402116,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,7,20251110,20402117,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,8,20251110,20402118,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,9,20251110,20402119,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,ACS,10,20251110,20402120,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,1,20251110,20403111,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,2,20251110,20403112,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,3,20251110,20403113,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,4,20251110,20403114,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,5,20251110,20403115,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,6,20251110,20403116,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,7,20251110,20403117,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,8,20251110,20403118,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,9,20251110,20403119,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MMAS,10,20251110,20403120,base+instance_index*10000+algorithm_index*1000+run_index
kroE100.tsp,MSA-ACO,1,20251110,20266110,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,2,20251110,20266111,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,3,20251110,20266112,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,4,20251110,20266113,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,5,20251110,20266114,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,6,20251110,20266115,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,7,20251110,20266116,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,8,20251110,20266117,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,9,20251110,20266118,base+instance_index*1000+run_index-1
kroE100.tsp,MSA-ACO,10,20251110,20266119,base+instance_index*1000+run_index-1
eil101.tsp,ACS,1,20251110,20412111,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,2,20251110,20412112,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,3,20251110,20412113,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,4,20251110,20412114,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,5,20251110,20412115,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,6,20251110,20412116,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,7,20251110,20412117,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,8,20251110,20412118,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,9,20251110,20412119,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,ACS,10,20251110,20412120,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,1,20251110,20413111,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,2,20251110,20413112,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,3,20251110,20413113,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,4,20251110,20413114,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,5,20251110,20413115,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,6,20251110,20413116,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,7,20251110,20413117,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,8,20251110,20413118,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,9,20251110,20413119,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MMAS,10,20251110,20413120,base+instance_index*10000+algorithm_index*1000+run_index
eil101.tsp,MSA-ACO,1,20251110,20267110,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,2,20251110,20267111,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,3,20251110,20267112,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,4,20251110,20267113,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,5,20251110,20267114,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,6,20251110,20267115,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,7,20251110,20267116,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,8,20251110,20267117,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,9,20251110,20267118,base+instance_index*1000+run_index-1
eil101.tsp,MSA-ACO,10,20251110,20267119,base+instance_index*1000+run_index-1
lin105.tsp,ACS,1,20251110,20422111,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,2,20251110,20422112,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,3,20251110,20422113,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,4,20251110,20422114,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,5,20251110,20422115,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,6,20251110,20422116,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,7,20251110,20422117,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,8,20251110,20422118,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,9,20251110,20422119,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,ACS,10,20251110,20422120,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,1,20251110,20423111,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,2,20251110,20423112,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,3,20251110,20423113,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,4,20251110,20423114,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,5,20251110,20423115,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,6,20251110,20423116,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,7,20251110,20423117,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,8,20251110,20423118,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,9,20251110,20423119,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MMAS,10,20251110,20423120,base+instance_index*10000+algorithm_index*1000+run_index
lin105.tsp,MSA-ACO,1,20251110,20268110,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,2,20251110,20268111,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,3,20251110,20268112,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,4,20251110,20268113,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,5,20251110,20268114,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,6,20251110,20268115,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,7,20251110,20268116,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,8,20251110,20268117,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,9,20251110,20268118,base+instance_index*1000+run_index-1
lin105.tsp,MSA-ACO,10,20251110,20268119,base+instance_index*1000+run_index-1
pr107.tsp,ACS,1,20251110,20432111,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,2,20251110,20432112,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,3,20251110,20432113,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,4,20251110,20432114,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,5,20251110,20432115,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,6,20251110,20432116,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,7,20251110,20432117,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,8,20251110,20432118,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,9,20251110,20432119,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,ACS,10,20251110,20432120,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,1,20251110,20433111,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,2,20251110,20433112,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,3,20251110,20433113,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,4,20251110,20433114,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,5,20251110,20433115,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,6,20251110,20433116,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,7,20251110,20433117,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,8,20251110,20433118,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,9,20251110,20433119,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MMAS,10,20251110,20433120,base+instance_index*10000+algorithm_index*1000+run_index
pr107.tsp,MSA-ACO,1,20251110,20269110,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,2,20251110,20269111,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,3,20251110,20269112,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,4,20251110,20269113,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,5,20251110,20269114,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,6,20251110,20269115,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,7,20251110,20269116,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,8,20251110,20269117,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,9,20251110,20269118,base+instance_index*1000+run_index-1
pr107.tsp,MSA-ACO,10,20251110,20269119,base+instance_index*1000+run_index-1
bier127.tsp,ACS,1,20251110,20442111,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,2,20251110,20442112,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,3,20251110,20442113,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,4,20251110,20442114,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,5,20251110,20442115,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,6,20251110,20442116,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,7,20251110,20442117,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,8,20251110,20442118,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,9,20251110,20442119,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,ACS,10,20251110,20442120,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,1,20251110,20443111,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,2,20251110,20443112,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,3,20251110,20443113,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,4,20251110,20443114,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,5,20251110,20443115,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,6,20251110,20443116,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,7,20251110,20443117,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,8,20251110,20443118,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,9,20251110,20443119,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MMAS,10,20251110,20443120,base+instance_index*10000+algorithm_index*1000+run_index
bier127.tsp,MSA-ACO,1,20251110,20270110,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,2,20251110,20270111,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,3,20251110,20270112,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,4,20251110,20270113,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,5,20251110,20270114,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,6,20251110,20270115,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,7,20251110,20270116,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,8,20251110,20270117,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,9,20251110,20270118,base+instance_index*1000+run_index-1
bier127.tsp,MSA-ACO,10,20251110,20270119,base+instance_index*1000+run_index-1
ch130.tsp,ACS,1,20251110,20452111,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,2,20251110,20452112,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,3,20251110,20452113,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,4,20251110,20452114,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,5,20251110,20452115,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,6,20251110,20452116,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,7,20251110,20452117,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,8,20251110,20452118,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,9,20251110,20452119,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,ACS,10,20251110,20452120,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,1,20251110,20453111,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,2,20251110,20453112,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,3,20251110,20453113,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,4,20251110,20453114,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,5,20251110,20453115,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,6,20251110,20453116,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,7,20251110,20453117,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,8,20251110,20453118,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,9,20251110,20453119,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MMAS,10,20251110,20453120,base+instance_index*10000+algorithm_index*1000+run_index
ch130.tsp,MSA-ACO,1,20251110,20271110,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,2,20251110,20271111,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,3,20251110,20271112,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,4,20251110,20271113,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,5,20251110,20271114,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,6,20251110,20271115,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,7,20251110,20271116,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,8,20251110,20271117,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,9,20251110,20271118,base+instance_index*1000+run_index-1
ch130.tsp,MSA-ACO,10,20251110,20271119,base+instance_index*1000+run_index-1
gr137.tsp,ACS,1,20251110,20462111,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,2,20251110,20462112,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,3,20251110,20462113,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,4,20251110,20462114,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,5,20251110,20462115,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,6,20251110,20462116,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,7,20251110,20462117,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,8,20251110,20462118,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,9,20251110,20462119,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,ACS,10,20251110,20462120,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,MMAS,1,20251110,20463111,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,MMAS,2,20251110,20463112,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,MMAS,3,20251110,20463113,base+instance_index*10000+algorithm_index*1000+run_index
gr137.tsp,MMAS,4,20251110,20463114,base+instance_index*10000+algorithm_index*1000+run_index
